valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
0.184,1959,0.949,"['Richard Rodgers', 'Mormon Tabernacle Choir', 'Arthur Harris', 'Columbia Symphony Orchestra']",0.0777,167800,0.255,0,5ewWvQPbrBf8Z9TKmYaRY6,1.39e-05,2,0.0897,-17.408,1,Climb Ev'ry Mountain,11,1959,0.0379,79.098
0.586,1970,0.897,['Gordon Lightfoot'],0.632,202307,0.21,0,7pnrvjuEFDgKQB0KVSzyZ5,0.000293,9,0.114,-14.411,1,Cobwebs & Dust,23,1970,0.0311,122.867
0.568,1933,0.993,['Art Tatum'],0.459,202000,0.317,0,38UQveuoBy9bJkMrDC3YFY,0.912,1,0.509,-16.43,0,Yesterdays - Live,20,1933,0.0366,113.644
0.227,1997,0.00825,['Foo Fighters'],0.267,289347,0.316,0,2ceA7CWWx6yIHdzppN8nLF,0.151,2,0.126,-8.272,1,February Stars,46,1997-05-20,0.0372,76.066
0.7190000000000001,1969,0.893,['The Who'],0.7659999999999999,57154,0.35,0,17YLk1kEDcSG0S0ii4Mmbd,0.108,11,0.121,-16.038,1,Tommy's Holiday Camp,29,1969-05-23,0.0877,136.64600000000002
0.945,1952,0.971,['Shamshad Begum'],0.75,146547,0.317,0,15leHwfOkJUSJKBcxCP2Wr,0.000687,3,0.0769,-7.127999999999999,1,Chhai Hariyali Dekho Jhume Daali,0,1952-12-31,0.387,151.457
0.6759999999999999,1999,0.192,['Los Enanitos Verdes'],0.715,223147,0.69,0,62FQCSvSUSG3m9uajVkvWe,0.000657,4,0.11,-8.172,0,Lamento Boliviano,64,1999-01-01,0.0307,123.555
0.7,1967,0.453,['McCoy Tyner'],0.393,397293,0.7170000000000001,0,5XHy3wwIuovcZObZI4v7s5,0.0,11,0.0914,-9.278,0,Four By Five,25,1967,0.043,135.998
0.555,1976,0.848,['Jesse Colin Young'],0.649,239187,0.423,0,28JYTxw3JuJaVb3s5VmnoV,0.000105,2,0.737,-9.312,0,Sunlight,23,1976-07-21,0.0332,116.072
0.8640000000000001,1950,0.959,['Hesen Zîrek'],0.732,272353,0.564,0,0ulP1WF72mCwrGvJiegu21,0.7609999999999999,6,0.3670000000000001,-10.628,1,Bot Dênim Bot Dênim,0,1950-05-01,0.0393,113.131
0.588,1989,0.338,['Rigo Tovar'],0.394,196213,0.325,0,0uKrQs2xE332mO71m8ujIf,0.0,7,0.469,-9.612,1,Qué Manera De Perder - Versión Mariachi,39,1989-01-01,0.0333,121.911
0.0391,1942,0.989,"['Giacomo Puccini', 'Leontyne Price', 'Erich Leinsdorf', 'RCA Italiana Opera Orchestra']",0.29,299120,0.1669999999999999,0,2VtUcZ1yowXnhotD3yPAaW,2.7600000000000017e-05,1,0.29,-15.035,1,"Un bel dì (From ""Madama Butterfly"")",0,1942,0.045,104.5
0.147,1947,0.967,"['Antonín Dvořák', 'Isaac Stern', 'Franz Waxman', 'Symphony Orchestra']",0.172,225467,0.117,0,7HOdp9ff27IEgGRqVB8TlX,0.514,6,0.142,-18.894,1,"Humoresque in G-Flat Major, Op. 101, No. 7 - Remastered",0,1947,0.0409,90.731
0.805,1999,0.0206,['Eminem'],0.863,205400,0.5920000000000001,1,3zXGMmgIygV00eFxyqmbeO,1.88e-06,2,0.0394,-4.2189999999999985,1,Role Model,54,1999-02-23,0.253,91.958
0.617,1953,0.905,"['Wolfgang Amadeus Mozart', 'Erna Berger', 'Walter Berry', 'Vienna State Opera Chorus', 'Wiener Philharmoniker', 'Wilhelm Furtwängler']",0.345,93493,0.594,0,05NIDZpxX8Ebbe3c94yqwD,0.632,2,0.942,-18.473,1,"Don Giovanni, K. 527, Act I: Giovinette, che fate all'amore (Live)",1,1953-07-27,0.296,80.749
0.107,1960,0.872,"['Lionel Bart', 'Keith Hampshire', 'Orchestra']",0.246,171000,0.0293,0,5dSf9mPZo8FW3Kbl23Fnxv,0.0,0,0.166,-22.118,1,Where Is Love?,16,1960-01-01,0.0364,133.733
0.0393,1928,0.994,"['Sergei Rachmaninoff', 'Vladimir Horowitz']",0.376,590293,0.0719,0,7tI09IvbsvghUgPqh96pc0,0.883,10,0.196,-21.849,0,"Piano Sonata No. 2 in B-Flat Minor, Op. 36: I. Allegro agitato - Meno mosso",0,1928,0.0352,141.39
0.57,1950,0.8959999999999999,"['Mukesh', 'Geeta Dutt']",0.535,297937,0.305,0,7pYXUG0016ymha4xGByi7C,1.21e-05,2,0.379,-8.912,0,Khayalon Mein Kisi Ke Is Tarah,5,1950-12-31,0.0294,98.705
0.344,2016,0.119,"['Gucci Mane', 'Drake']",0.85,190312,0.405,1,5tFep7dXGd7vEJ668wTPux,0.000118,7,0.0707,-7.508999999999999,0,Both (feat. Drake),69,2016-12-16,0.225,139.976
0.1689999999999999,1951,0.897,"['Shiloh Primitive Baptist Church (Bogue Chito, Miss.)']",0.217,123947,0.285,0,0jw6kxSUuwCjPRWPrI5wr4,4.31e-05,8,0.272,-11.374,0,Prayer Meeting,0,1951,0.0336,106.959
0.0377,2006,0.971,['Jeremy Soule'],0.162,259370,0.0945,0,7rtxlP1iijQrZeUASrioeg,0.935,4,0.0887,-24.325,0,Through the Valleys,49,2006-03-20,0.039,131.547
0.183,1980,0.877,['Michael Franks'],0.721,259960,0.0462,0,33p7jMh4ThQdZ3fe6scpfI,0.272,1,0.0787,-25.433000000000003,0,Lotus Blossom,47,1980,0.0365,103.8
0.828,1977,0.523,['Electric Light Orchestra'],0.662,233293,0.7979999999999999,0,7ccnwVhaD3ITUQ2x8EkilA,1.96e-05,2,0.263,-7.996,1,Jungle,44,1977,0.0696,99.668
0.369,2018,0.444,['Rainbow Kitten Surprise'],0.727,269053,0.48,0,16ro1is6DmDKkarlJMBbzV,0.0,5,0.118,-9.278,0,When It Lands,59,2018-04-06,0.0987,120.025
0.521,1961,0.929,['Elvis Presley'],0.446,142400,0.184,0,0mOBs2RKfqThd5derx9jLO,1.23e-05,3,0.113,-17.153,1,Ku-U-I-Po,38,1961-10-20,0.0313,93.568
0.377,2002,0.909,['Norah Jones'],0.603,218627,0.0903,0,0yXT8TYRajNOaQUiw0mGgs,0.000785,2,0.0866,-14.499,1,Cold Cold Heart,53,2002-02-26,0.0397,114.133
0.643,1991,0.0691,['Michael Jackson'],0.906,219867,0.93,0,6yLdWiAkS1ZUrTdgm0yKXL,0.0,1,0.463,-2.081,1,She Drives Me Wild,45,1991-11-13,0.206,109.544
0.555,1942,0.924,"['Sergei Rachmaninoff', 'Oscar Levant']",0.481,160160,0.213,0,0V3XDsPiC2H34L3R8LJOM2,0.833,2,0.127,-18.476,0,"Prelude in D Minor, Op. 23, No. 3 (Remastered)",0,1942,0.035,101.582
0.904,1956,0.878,['Cal Tjader'],0.76,201507,0.379,0,7H4RkXz9RiwIpoX0R9YAyz,0.885,7,0.0885,-16.93,0,Yesterdays - live,8,1956-01-01,0.0805,114.291
0.5489999999999999,2011,1.49e-05,['Sponge'],0.459,221500,0.6729999999999999,0,72Fvg8cZjBV0y73I4LLpMW,0.0017399999999999,1,0.0505,-8.846,1,Molly (16 Candles),47,2011-12-25,0.028,101.159
0.28,1942,0.858,['Mina'],0.325,220761,0.251,0,0xV1zH3k4j98eGmnVkN8R0,1.31e-05,0,0.245,-15.220999999999998,1,Le tue mani,0,1942-11-13,0.0345,71.432
0.356,1998,0.574,['Ricky Martin'],0.537,307867,0.462,0,3OK8WgNRmp4F3ahXe6XX6l,9.75e-05,6,0.108,-7.501,1,Vuelve,69,1998-02-10,0.0289,136.634
0.172,1949,0.943,['Hemant Kumar'],0.265,182600,0.23,0,0dImpLgjBLYiqQfUUmQWn1,0.00025,4,0.106,-12.818,0,Dukkha Jatrir Ghuchibe Raatri,0,1949-12-01,0.0345,70.878
0.0427,1942,0.905,"['Johannes Brahms', 'Arturo Toscanini']",0.17,503067,0.116,0,1GdYujzm8CmBtgAj5SrmxI,0.862,7,0.111,-20.118,0,"Serenade No. 2 in A Major, Op. 16: III. Adagio non troppo",0,1942,0.0401,137.885
0.575,1950,0.977,['Ogden Nash'],0.71,117000,0.0533,0,6FOckgyjZQJixDmBwrReNf,7.890000000000001e-05,10,0.171,-26.884,0,Ponseroso,3,1950-01-01,0.907,107.791
0.8079999999999999,1968,0.338,"['Johnny Cash', 'Carl Perkins']",0.535,134053,0.48,0,1x6QF26aiEimpV6VGTJl9V,0.0,6,0.504,-12.585,1,"Blue Suede Shoes - Live at Folsom State Prison, Folsom, CA (2nd Show) - January 1968",23,1968-05-02,0.457,96.718
0.397,1952,0.93,['Yves Montand'],0.579,270507,0.141,0,2HqUYmNqRdMmTAsEMpFRTZ,0.0,2,0.805,-19.64,1,Une Demoiselle Sur Une Balançoire,0,1952-05-08,0.583,71.242
0.708,1979,0.664,['Frank Zappa'],0.6459999999999999,33267,0.469,0,1qVGofJmcsyRxIq1kZF89i,4.28e-05,11,0.108,-15.193,0,What Ever Happened To All The Fun In The World,28,1979-03-03,0.787,123.344
0.5,1942,0.943,['Francisco Canaro'],0.621,172107,0.292,0,1E0hwYFjZs1HakmiHmGubf,0.0436,0,0.202,-11.632,1,Los Harapos de Mis Sueños - Remasterizado,0,1942-03-08,0.219,126.147
0.855,1954,0.994,"['Asha Bhosle', 'Mohammed Rafi']",0.627,187990,0.274,0,0393sIo9NJfeWbaCbm9FZk,0.603,4,0.214,-12.888,1,Tere Dil Ki Dhadkanen,0,1954-12-31,0.301,152.85299999999995
0.106,1987,0.762,['Michael Bolton'],0.521,352933,0.298,0,2cTKTZ5mhlrN00vv8Tjt2Y,1.48e-06,5,0.0636,-11.201,1,Once In A Lifetime,38,1987,0.0282,98.965
0.795,1954,0.688,['Dizzy Gillespie'],0.393,228520,0.531,0,2WE0mvaLZSiyMtvABU2ElQ,0.743,3,0.278,-8.766,1,Cool Eyes,3,1954-01-01,0.0585,172.202
0.8029999999999999,1984,0.324,"['オメガトライブ', 'Kiyotaka Sugiyama']",0.8340000000000001,275000,0.7390000000000001,0,6PwbCWiHXgYuN9NZl6Tkn7,0.00484,11,0.114,-5.291,0,Do It Again,29,1984-03-21,0.0397,122.821
0.93,1967,0.0613,['The Box Tops'],0.6679999999999999,116173,0.534,0,3j4QPgiDGGipjfLgtikzrL,0.0,9,0.296,-9.825,0,The Letter - Mono Single Version,31,1967,0.0661,138.893
0.0749,1942,0.99,"['Maurice Ravel', 'Oscar Levant']",0.177,259067,0.219,0,7JhOH8xMPZ2P3tZmM5559x,0.905,6,0.142,-19.699,0,"Sonatine, M. 40: III. Animé",0,1942,0.033,54.777
0.139,2005,0.0124,['Hillsong UNITED'],0.363,318027,0.662,0,00AivYmu1UVmxM91uhR9lM,0.0,6,0.0964,-8.119,0,Awesome God - Live,45,2005-05-03,0.0694,139.945
0.607,1970,0.139,['Stephen Stills'],0.653,354467,0.54,0,0iSBeKGfZPnbEacqYFmxw6,0.5870000000000001,7,0.178,-10.115,1,Go Back Home,47,1970,0.0345,96.127
0.5710000000000001,2005,0.58,['Viento Y Sol'],0.405,187040,0.669,0,5hIrE5Ppo4JztP2rtCqDDs,0.0,4,0.296,-5.164,0,Cenizas Y Fuego,45,2005-01-01,0.0373,96.164
0.863,2003,0.564,['Grateful Dead'],0.7290000000000001,282773,0.425,0,7u5z9aFslubb9gBZOzSa1Y,5.460000000000001e-05,7,0.22,-10.207,1,Uncle John's Band - 2001 Remaster,42,2003-09-16,0.0668,136.642
0.866,1993,0.1369999999999999,['Selena'],0.593,184067,0.484,0,1W35GFblfAKr7TpHPXfSjk,0.000305,10,0.3,-9.971,1,Como La Flor - Remastered,36,1993-01-01,0.0301,181.979
0.356,2000,0.866,"['Billy Preston', 'Syreeta Wright']",0.348,220600,0.313,0,7wlPnBfcywEctiVWwCdxvn,0.000257,10,0.13,-11.379,1,With You I'm Born Again,43,2000-01-01,0.0324,82.00399999999998
0.129,1933,0.888,"['Johann Sebastian Bach', 'Albert Schweitzer']",0.155,149703,0.297,0,5CSwbD0e7roBoqP1MrHpMI,0.865,9,0.28,-13.927,1,"Prelude and Fugue in A Major, BWV 536: I. Prelude",0,1933,0.0328,83.97
0.961,1950,0.987,"['Giannis Papaioannou', 'Δημήτρης Περδικόπουλος']",0.591,193933,0.765,0,1OUT2AhHP5PKMbE3NTR0e3,0.139,7,0.286,-5.6229999999999976,1,Ψαροπούλα,0,1950-01-01,0.0317,92.659
0.103,1953,0.949,"['Wolfgang Amadeus Mozart', 'Bruno Walter', 'New York Philharmonic']",0.154,283600,0.145,0,6zDKMHYUEfhszU3aTNFWAB,0.892,7,0.118,-14.295,1,"Symphony No. 35 in D Major, K. 385 ""Haffner"": II. Andante",2,1953,0.0363,76.532
0.597,1923,0.992,['Ignacio Corsini'],0.47,152947,0.28,0,0GkpS6KjxFsNt61hOpB2j9,0.926,11,0.107,-19.32,1,La Payasa - Remasterizado,0,1923-03-29,0.129,130.445
0.725,1956,0.992,"['Johann Sebastian Bach', 'Glenn Gould']",0.206,60507,0.34,0,6gWUCQby1OkbCjbAdvxTsU,0.92,7,0.111,-15.890999999999998,1,"Goldberg Variations, BWV 988: Variation 29 a 1 ovvero 2 Clav.",20,1956,0.0364,109.644
0.578,1980,0.0564,['Grace Jones'],0.823,331581,0.295,0,2jeT39ucq9v0AojVibZb5G,0.066,9,0.136,-15.612,0,Breakdown,29,1980-05-01,0.0438,116.714
0.143,1968,0.358,['Sweetwater'],0.393,307333,0.402,0,6d5elg6NxOlycrA1sEazQu,0.235,5,0.101,-12.427,1,Motherless Child - Remastered Version,29,1968,0.0378,137.079
0.322,2020,0.0469,"['Kane Brown', 'Swae Lee', 'Khalid']",0.727,191406,0.626,0,5f1joOtoMeyppIcJGZQvqJ,2.58e-05,7,0.126,-8.415,1,Be Like That - feat. Swae Lee & Khalid,87,2020-07-10,0.0726,86.97
0.44,1986,0.00299,['David Lee Roth'],0.585,146667,0.907,0,7xRMNVco1GEgx5PGsTXcKr,0.0,11,0.192,-12.26,0,Elephant Gun (Arma de Caza Mayor),30,1986,0.0589,125.588
0.26,2012,0.123,['Kendrick Lamar'],0.716,313787,0.485,1,3DFjTEueCBYqg7YE05eUJP,2.69e-05,1,0.604,-7.745,1,Swimming Pools (Drank) - Extended Version,53,2012,0.404,74.132
0.565,1934,0.989,['Κώστας Μαυρέας'],0.5379999999999999,89770,0.209,0,0kPOcuCcDxwujJ7N0iYJFO,0.0,5,0.321,-13.412,1,Λοταρτζής,0,1934-01-01,0.253,85.821
0.659,1988,0.0626,['N.W.A.'],0.8959999999999999,215923,0.7240000000000001,1,6wVScBh7XU6rAgIUrqboUB,0.0,7,0.156,-7.049,1,Something Like That,43,1988-08-08,0.308,96.113
0.124,1962,0.928,['Bill Evans Trio'],0.468,215147,0.203,0,1UjJ8hMj7ipDikYR8H0XJp,0.906,5,0.105,-17.172,1,Very Early - Take 10,17,1962,0.0334,151.489
0.785,1995,0.412,"['Frost', 'A.l.t.', 'Nino Brown']",0.7979999999999999,273400,0.561,1,3GzVpLKf9FHc5SoxhAVPeS,0.0,4,0.0446,-8.625,0,East Side Rendezvous,33,1995-10-24,0.147,83.971
0.507,2013,0.561,['Linked Horizon'],0.494,94283,0.91,0,6rsbsdiGDrYvhbb1K7ziTL,1.13e-06,1,0.107,-6.016,0,Guren no Yumiya Tv Size Ver.,58,2013,0.0479,90.447
0.792,1992,0.0197,['Maná'],0.6609999999999999,235467,0.693,0,1cDJScbHkk73wfYQv4ZFY9,0.0103,4,0.0853,-8.949,1,Cómo Diablos,52,1992,0.0277,133.889
0.6409999999999999,1950,0.983,['Unspecified'],0.649,189280,0.226,0,1HpPBOdXoq7yxK0ajumzIo,1.09e-05,5,0.354,-14.581,0,Kikuzukushi,0,1950-01-01,0.289,120.088
0.422,2009,0.000718,['Green Day'],0.466,274707,0.899,0,0PVplC5P6JJXzEKfIoNTRo,0.000443,2,0.439,-4.143,1,East Jesus Nowhere,48,2009-05-15,0.0574,143.947
0.69,1999,0.000954,['blink-182'],0.47,193000,0.915,0,3nqm3DdVskqbHhmb8S8hMd,7.58e-06,11,0.35,-6.787000000000001,1,Aliens Exist,60,1999-06-01,0.1,107.569
0.784,2015,0.172,"['Joe Arroyo', 'La Verdad']",0.642,312480,0.7,0,3WXfQDsASfXrSojk9WB3aR,0.000232,1,0.0895,-9.213,1,En Barranquilla Me Quedo,57,2015-07-01,0.0552,103.899
0.645,1986,0.00374,['R. Stevie Moore'],0.6729999999999999,221227,0.37,0,0dtTbvbmbGYiSdQQh53L32,0.0,11,0.0922,-14.316,0,Pink Litmus Paper Shirt,36,1986-02-21,0.197,85.24700000000001
0.964,1947,0.655,['Frankie Yankovic'],0.7909999999999999,132907,0.507,0,55sdccuwTv6aPlwz39UVso,0.0,7,0.0943,-10.726,1,Too Fat Polka,22,1947,0.117,125.491
0.703,1967,0.502,['Connie Smith'],0.459,155333,0.499,0,47Thv0Aa75GPMRhZr8fxsY,0.0,9,0.245,-7.527,1,"Cry, Cry, Cry",19,1967-06-01,0.0359,128.127
0.149,1996,0.315,['South Border'],0.626,391573,0.487,0,3EdBq6AJ190RVcq4icTHtS,0.0,5,0.252,-6.817,1,Love of My Life - Multiplex Karaoke,53,1996-07-11,0.0378,132.185
0.8270000000000001,1969,0.424,['Elvis Presley'],0.5770000000000001,166333,0.474,0,31jGVUp3t7UnkoXJ8r6zpf,0.0125,5,0.125,-14.117,1,Wearin' That Loved On Look,35,1969-06-17,0.0378,121.386
0.7829999999999999,1934,0.754,['Jimmie Lunceford & His Orchestra'],0.648,182751,0.264,0,0N1i4dQs5TEuzHZQkHxNGb,0.00014,8,0.18,-12.827,1,Tain't What You Do (It's the Way That Cha Do It),1,1934-04-25,0.241,161.929
0.213,2007,0.00108,['Atreyu'],0.44,199600,0.977,1,3zpG7VWuAZz5KWQsr4Kgag,0.0355,8,0.157,-3.58,1,Doomsday,43,2007-09-25,0.193,163.039
0.962,1950,0.635,['La Sonora Santanera'],0.679,181933,0.486,0,0rd7q2ibicTeKNbLUl3gTV,0.0,7,0.361,-10.397,0,Pena Negra,27,1950,0.0337,131.19799999999998
0.807,1951,0.677,['Dizzy Gillespie'],0.4270000000000001,173040,0.398,0,0kj5VgMmGyKUckZz3WWgqC,0.000103,0,0.116,-8.134,1,We Love To Boogie,5,1951-01-01,0.0448,156.99
0.383,2015,0.399,"['Leslie Odom Jr.', 'Daveed Diggs', 'Original Broadway Cast of Hamilton']",0.72,127578,0.6659999999999999,0,7m9XR7FquXLP1FewdAcNS9,0.0,7,0.0844,-6.914,1,Guns and Ships,72,2015-09-25,0.328,138.03
0.479,1955,0.986,"['Wolfgang Amadeus Mozart', 'Glyndebourne Festival Orchestra', 'Sesto Bruscantini', 'Vittorio Gui']",0.58,231973,0.122,0,24XVZB4PBUa8dEBATXqmlY,0.01,7,0.19,-19.598,1,"Le nozze di Figaro, K. 492, Act I Scene 8: Non più andrai, farfallone amoroso (Figaro)",15,1955,0.0469,123.875
0.735,2003,0.227,['T.I.'],0.679,261507,0.768,0,3ssz1vdHcaHn6fVtzjP1YD,0.0,6,0.355,-3.985,1,24's,48,2003-08-18,0.136,162.02
0.665,1987,0.289,['Laurent Stopnicki'],0.612,442400,0.938,0,1u6ZfLDwXNboqOirigxsX2,0.205,10,0.267,-6.2879999999999985,0,Telegram,36,1987,0.0837,105.839
0.413,1945,0.019,['Эрих Мария Ремарк'],0.611,97918,0.186,1,16nLMZGsJnVyxQbsvy2NAC,0.0017,5,0.249,-22.575,1,Часть 157.3 - Триумфальная арка,0,1945,0.95,184.972
0.512,1948,0.995,['Dwijen Chowdhury'],0.305,165800,0.252,0,0dubqkPx9R5QN8hL5R89vX,0.8959999999999999,0,0.124,-13.753,1,Ek Din Chine Nebe Tare,0,1948-12-01,0.0554,69.75
0.195,1970,0.8059999999999999,"['John Williams', 'Boston Pops Orchestra']",0.355,310800,0.243,0,6QmMCtfu6uHG1TbWHe0H7G,0.907,0,0.192,-17.724,1,"Raiders March (From ""Raiders of the Lost Ark"")",29,1970,0.0375,128.459
0.546,1950,0.949,['Leonard Bernstein'],0.465,261933,0.285,0,0aWvQfL6MGnkSYI6huuOAs,0.0189,0,0.486,-16.848,1,"Trouble in Tahiti - An Opera in Seven Scenes: Scene V:""There's a law""",0,1950,0.0885,85.383
0.327,1982,0.0345,['Judas Priest'],0.382,437573,0.929,0,7hBh1mbkUmE6CBAtvBogk9,0.204,6,0.966,-5.921,1,You've Got Another Thing Coming - Live from the San Antonio Civic Center,27,1982,0.0568,144.35399999999996
0.345,2018,0.404,"['convolk', 'halberd', 'guardin', 'Jakkyboí', '9tails']",0.711,217182,0.545,1,5FkOlv0W1nBqs3mgbksZa4,0.0,11,0.122,-6.81,1,whatever it takes,66,2018-08-04,0.0322,108.02
0.434,2008,0.000683,"['Kevin Rudolf', 'Lil Wayne']",0.607,231173,0.7829999999999999,1,6TrNRd98WksT9Kkmx9uj6R,0.0,7,0.0678,-4.41,1,Let It Rock,66,2008-01-01,0.0397,113.172
0.6920000000000001,2009,0.5920000000000001,['Gilberto Santa Rosa'],0.667,292227,0.723,0,6jTt9h17Omhg896PuzB7Sc,2.44e-06,7,0.19,-10.239,0,Que Alguien Me Diga,52,2009-02-10,0.0593,93.949
0.236,2001,0.0271,"['Ja Rule', '2Pac']",0.5710000000000001,303267,0.918,1,2jv5jGgC1iFQ9Ury2ci9Y4,0.0564,6,0.583,-3.511,0,So Much Pain,44,2001-01-01,0.318,84.65100000000002
0.568,1940,0.894,['Rita Ampatzi'],0.483,209787,0.61,0,4e03AgpegNLjRBXgmPJJ4a,8.15e-06,11,0.106,-6.901,1,Paei to pouli mou (paradosiako),0,1940-01-01,0.0437,118.269
0.858,1929,0.477,['Эрнест Хемингуэй'],0.742,124500,0.28,1,6GmFi2qnb9sLO3bWIQNQRd,0.0,1,0.645,-17.459,1,Часть 52.2 & Часть 53.1 - Прощай оружие,0,1929,0.892,98.581
0.464,1947,0.87,"['Igor Stravinsky', 'On the Town Orchestra', 'Leonard Bernstein']",0.703,99344,0.309,0,1qlHTJIBT51jdCKh4lDVBT,0.833,7,0.116,-15.779000000000002,1,"The Soldier's Tale, Suite No. 2: I. The Soldier's March",0,1947,0.0742,116.547
0.0826,1983,0.902,['Black Sabbath'],0.241,118173,0.188,0,00tM0ywnR64x43tu3Mgo4a,0.89,7,0.104,-26.334,1,Stonehenge - 2004 Remaster,21,1983-08-07,0.0396,71.47800000000002
0.722,2009,0.193,['The Notorious B.I.G.'],0.433,217000,0.862,1,6jCGzZn0gFeRlbqdaJhw6T,0.0,1,0.604,-3.89,0,Party and Bullshit - 2008 Remaster,63,2009-01-12,0.412,200.817
0.224,1994,0.926,['Alice In Chains'],0.312,157027,0.248,0,6sINqYye7GkRMmTRGlHnY7,0.866,6,0.188,-10.576,1,Whale & Wasp,49,1994,0.0311,102.364
0.539,1945,0.984,['Lowell Fulson'],0.574,176867,0.354,0,3UcCQiaZn7eT3KFPYhtGZI,0.275,7,0.145,-7.251,1,Scotty's Blues,0,1945,0.0363,70.23100000000001
0.755,1931,0.995,"['Frédéric Chopin', 'Robert Lortat']",0.442,54480,0.277,0,49LzutpmSNxS9cvvDtQZbF,0.8490000000000001,5,0.176,-16.439,0,"24 Préludes, Op. 28: No. 18 in F Minor. Molto allegro",0,1931,0.0384,37.96
0.561,2001,0.409,['En Vogue'],0.618,291880,0.688,0,6zmRoCPjIZA9ysAVBYiU9Z,6.32e-06,5,0.3,-5.867000000000001,0,Don't Let Go (Love),46,2001-08-21,0.0477,78.311
0.125,2009,0.0185,['Drake'],0.333,332530,0.8590000000000001,1,3SnXwQUrvSacFziUYXTNKY,0.0,6,0.22,-2.286,1,Congratulations,49,2009,0.148,86.882
0.915,1976,0.179,['David Bowie'],0.633,335347,0.6920000000000001,0,25iWKdsAyjB4K3bU3qdyq1,4.26e-06,0,0.139,-11.002,1,TVC15 - 2016 Remaster,42,1976-01-23,0.0268,112.114
0.517,1948,0.947,"['Igor Stravinsky', 'Columbia Symphony Orchestra']",0.517,130107,0.369,0,3Ku1iQbRyLhlzNL1FR8mHf,0.924,9,0.158,-11.848,1,Petrushka Suite: Dance of the Coachmen and the Grooms,2,1948,0.0315,108.552
0.106,2007,0.000192,['Machine Head'],0.229,542587,0.969,1,5nksa8EqKHSWO9WBj6DnmS,0.0288,9,0.352,-4.7010000000000005,1,Halo,49,2007,0.214,148.918
0.277,2011,0.882,"['Franz Joseph Haydn', 'The American String Project']",0.382,317960,0.139,0,4jDlKGvSWB0eeWxaUUo10z,0.8270000000000001,2,0.096,-19.381,1,"String Quartet No. 66 in G Major, Op. 64, No. 4: I. Allegro con brio (Arranged by Barry Lieberman)",0,2011-01-11,0.0363,109.426
0.134,1955,0.7290000000000001,['Dick Haymes'],0.222,171853,0.147,0,0edAYaKmqmh4d2V9yOyyBO,0.0111,0,0.107,-13.288,1,The More I See You,7,1955-12-28,0.0323,174.149
0.757,2003,0.22,['Rossington Collins Band'],0.604,236200,0.552,0,7uODrkf1XnlIGMyUSCLbLU,0.0262,0,0.139,-9.458,1,Don't Misunderstand Me,42,2003-01-01,0.0343,124.917
0.0375,1953,0.993,"['Aaron Copland', 'Leonard Bernstein', 'New York Philharmonic']",0.218,988867,0.127,0,1jdQvIVSF3YZhX8Yj5DR5N,4.57e-06,4,0.108,-18.56,0,In the Beginning,0,1953,0.0529,68.887
0.642,1929,0.0441,['Эрих Мария Ремарк'],0.69,98899,0.226,1,1IlaYqQbtbEsjXwvjoKHwx,0.0,1,0.138,-19.676,1,Часть 105.4 & Часть 106.1 - На Западном фронте без перемен,0,1929,0.941,101.832
0.762,1956,0.736,['Count Basie'],0.517,315000,0.328,0,1e16lbqXFdnuTdeJngVBuY,0.0469,6,0.0513,-12.07,1,Corner Pocket,41,1956,0.0369,137.834
0.964,1979,0.0819,['Little River Band'],0.7440000000000001,236200,0.7559999999999999,0,3C931OWDntb6T0FQAfY41r,0.00695,7,0.102,-7.4289999999999985,1,It's Not A Wonder - Remastered,27,1979,0.0304,131.41299999999998
0.578,1926,0.991,"['Frédéric Chopin', 'Alfred Cortot']",0.447,48427,0.255,0,3YTfuE6FDdVfC1ImwUrbL6,0.897,1,0.135,-13.874,1,"24 préludes, Op. 28: No. 18 in C Minor (Molto allegro)",0,1926,0.0465,81.483
0.715,1975,0.143,['Bob Dylan'],0.419,311333,0.942,0,2IfygshcMSLVv8b6DbgIoK,1.7e-06,2,0.974,-6.252999999999999,1,"Isis - Live at Boston Music Hall, Boston, MA - November 21, 1975 - Evening",31,1975-12-31,0.148,177.479
0.43,1929,0.921,"['Camille Saint-Saëns', 'National Symphony Orchestra New York', 'Walter Damrosch']",0.391,221507,0.109,0,4GJ5P7u7P7tiQqazVZLUrM,0.8640000000000001,8,0.131,-20.189,1,Henry VIII: Jig and Finale - 1929 Recording,0,1929,0.0486,116.698
0.951,1976,0.0518,['Warren Zevon'],0.589,176800,0.546,0,5PWYX8YhMUWdVkb3lgAL8n,0.000192,9,0.078,-14.905,1,Mama Couldn't Be Pursuaded,30,1976,0.0325,158.805
0.08,1953,0.969,['Lata Mangeshkar'],0.203,176414,0.221,0,7gHNjvnvFiFPHhXE8iFpWI,0.00182,6,0.106,-13.656,1,Hamare Baad Ab Mehfil Mein,1,1953-12-31,0.0326,140.384
0.634,2003,0.0675,['G-Unit'],0.6809999999999999,209333,0.897,1,2TDP6ok1O8yNtCAWltzyON,0.0,11,0.0808,-3.342,0,G-Unit,44,2003-01-01,0.312,88.24799999999998
0.8370000000000001,1949,0.0862,['Pérez Prado'],0.7040000000000001,140867,0.638,0,205EtD8tQnHDXMkmtYiaHF,0.251,1,0.115,-9.522,1,Patricia,37,1949,0.0457,137.39600000000002
